id,ket_waktu,nama_marketplace,jenis_barang,total_penjualan,status_promosi
24153,02-07-13,Shopee,Kuliner,36.0,0
24154,02-07-13,Shopee,Peralatan Olahraga,0.0,0
24155,02-07-13,Shopee,Alat Tulis dan Kantor,0.0,0
24156,02-07-13,Shopee,Hasil Laut,0.0,0
24157,03-07-13,Lazada,Otomotif,3.0,0
24158,03-07-13,Lazada,Perlengkapan Bayi,0.0,0
24159,03-07-13,Lazada,Produk Kecantikan,0.0,0
24160,03-07-13,Lazada,Minuman,506.0,0
24161,03-07-13,Lazada,Buku dan Novel,0.0,0
24162,03-07-13,Lazada,Roti,210.0,0
24163,03-07-13,Lazada,Perlengkapan Kado,0.0,0
24164,03-07-13,Lazada,Peralatan Rumah Tangga,783.0,0
24165,03-07-13,Lazada,Kebutuhan Sehari-hari,112.0,0
24166,03-07-13,Lazada,Makanan Jadi,127.0,0
24167,03-07-13,Lazada,Telur Ayam,32.0,0
24168,03-07-13,Lazada,Makanan Beku KemasanS,15.0,0
24169,03-07-13,Lazada,Sayur,2228.0,0
24170,03-07-13,Lazada,Buah,4.0,0
24171,03-07-13,Lazada,Gadget dan Aksesoris Handphone,0.0,0
24172,03-07-13,Lazada,IoT dan Smart Home,0.0,0
24173,03-07-13,Lazada,Peralatan Portable,0.0,0
24174,03-07-13,Lazada,Alat Elektronik Rumah,0.0,0
24175,03-07-13,Lazada,Perawatan Kesehatan,0.0,0
24176,03-07-13,Lazada,Fashion Wanita,0.0,0
24177,03-07-13,Lazada,Tanaman Hias,0.0,0
24178,03-07-13,Lazada,Perlengkapan Bayi,5.0,0
24179,03-07-13,Lazada,Perlengkapan Camping,28.0,0
24180,03-07-13,Lazada,Novel,0.0,0
24181,03-07-13,Lazada,Daging,162.387,0
24182,03-07-13,Lazada,Perlengkapan Ibadah,132.0,0
24183,03-07-13,Lazada,Perlengkapan Petshop,0.0,0
24184,03-07-13,Lazada,Voucher Game dan Layanan,0.0,0
24185,03-07-13,Lazada,Daging Putih,67.255,0
24186,03-07-13,Lazada,Kuliner,13.0,0
24187,03-07-13,Lazada,Peralatan Olahraga,0.0,0
24188,03-07-13,Lazada,Alat Tulis dan Kantor,0.0,0
24189,03-07-13,Lazada,Hasil Laut,2.0,0
24190,03-07-13,Tokopedia,Otomotif,2.0,0
24191,03-07-13,Tokopedia,Perlengkapan Bayi,0.0,0
24192,03-07-13,Tokopedia,Produk Kecantikan,2.0,0
24193,03-07-13,Tokopedia,Minuman,727.0,0
24194,03-07-13,Tokopedia,Buku dan Novel,0.0,0
24195,03-07-13,Tokopedia,Roti,210.0,0
24196,03-07-13,Tokopedia,Perlengkapan Kado,0.0,0
24197,03-07-13,Tokopedia,Peralatan Rumah Tangga,821.0,0
24198,03-07-13,Tokopedia,Kebutuhan Sehari-hari,176.0,0
24199,03-07-13,Tokopedia,Makanan Jadi,239.0,0
24200,03-07-13,Tokopedia,Telur Ayam,72.0,0
24201,03-07-13,Tokopedia,Makanan Beku KemasanS,32.0,0
24202,03-07-13,Tokopedia,Sayur,3105.0,0
24203,03-07-13,Tokopedia,Buah,9.0,0
24204,03-07-13,Tokopedia,Gadget dan Aksesoris Handphone,0.0,0
24205,03-07-13,Tokopedia,IoT dan Smart Home,0.0,0
24206,03-07-13,Tokopedia,Peralatan Portable,0.0,0
24207,03-07-13,Tokopedia,Alat Elektronik Rumah,0.0,0
24208,03-07-13,Tokopedia,Perawatan Kesehatan,0.0,0
24209,03-07-13,Tokopedia,Fashion Wanita,0.0,0
24210,03-07-13,Tokopedia,Tanaman Hias,0.0,0
24211,03-07-13,Tokopedia,Perlengkapan Bayi,1.0,0
24212,03-07-13,Tokopedia,Perlengkapan Camping,32.0,0
24213,03-07-13,Tokopedia,Novel,0.0,0
24214,03-07-13,Tokopedia,Daging,276.222,0
24215,03-07-13,Tokopedia,Perlengkapan Ibadah,193.0,0
24216,03-07-13,Tokopedia,Perlengkapan Petshop,0.0,0
24217,03-07-13,Tokopedia,Voucher Game dan Layanan,0.0,0
24218,03-07-13,Tokopedia,Daging Putih,138.538,0
24219,03-07-13,Tokopedia,Kuliner,41.0,0
24220,03-07-13,Tokopedia,Peralatan Olahraga,0.0,0
24221,03-07-13,Tokopedia,Alat Tulis dan Kantor,0.0,0
24222,03-07-13,Tokopedia,Hasil Laut,6.0,0
24223,03-07-13,Blibli,Otomotif,7.0,0
24224,03-07-13,Blibli,Perlengkapan Bayi,0.0,0
24225,03-07-13,Blibli,Produk Kecantikan,1.0,0
24226,03-07-13,Blibli,Minuman,197.0,0
24227,03-07-13,Blibli,Buku dan Novel,0.0,0
24228,03-07-13,Blibli,Roti,95.0,0
24229,03-07-13,Blibli,Perlengkapan Kado,0.0,0
24230,03-07-13,Blibli,Peralatan Rumah Tangga,501.0,0
24231,03-07-13,Blibli,Kebutuhan Sehari-hari,62.0,0
24232,03-07-13,Blibli,Makanan Jadi,60.0,0
24233,03-07-13,Blibli,Telur Ayam,23.0,0
24234,03-07-13,Blibli,Makanan Beku KemasanS,11.0,0
24235,03-07-13,Blibli,Sayur,1638.0,0
24236,03-07-13,Blibli,Buah,1.0,0
24237,03-07-13,Blibli,Gadget dan Aksesoris Handphone,1.0,0
24238,03-07-13,Blibli,IoT dan Smart Home,0.0,0
24239,03-07-13,Blibli,Peralatan Portable,0.0,0
24240,03-07-13,Blibli,Alat Elektronik Rumah,0.0,0
24241,03-07-13,Blibli,Perawatan Kesehatan,0.0,0
24242,03-07-13,Blibli,Fashion Wanita,0.0,0
24243,03-07-13,Blibli,Tanaman Hias,0.0,0
24244,03-07-13,Blibli,Perlengkapan Bayi,9.0,0
24245,03-07-13,Blibli,Perlengkapan Camping,54.0,0
24246,03-07-13,Blibli,Novel,0.0,0
24247,03-07-13,Blibli,Daging,75.443,0
24248,03-07-13,Blibli,Perlengkapan Ibadah,162.0,0
24249,03-07-13,Blibli,Perlengkapan Petshop,0.0,0
24250,03-07-13,Blibli,Voucher Game dan Layanan,0.0,0
24251,03-07-13,Blibli,Daging Putih,79.414,0
24252,03-07-13,Blibli,Kuliner,18.0,0
24253,03-07-13,Blibli,Peralatan Olahraga,0.0,0
24254,03-07-13,Blibli,Alat Tulis dan Kantor,0.0,0
24255,03-07-13,Blibli,Hasil Laut,1.0,0
24256,03-07-13,Shopee,Otomotif,0.0,0
24257,03-07-13,Shopee,Perlengkapan Bayi,0.0,0
24258,03-07-13,Shopee,Produk Kecantikan,0.0,0
24259,03-07-13,Shopee,Minuman,417.0,0
24260,03-07-13,Shopee,Buku dan Novel,0.0,0
24261,03-07-13,Shopee,Roti,242.0,0
24262,03-07-13,Shopee,Perlengkapan Kado,0.0,0
24263,03-07-13,Shopee,Peralatan Rumah Tangga,689.0,0
24264,03-07-13,Shopee,Kebutuhan Sehari-hari,128.0,0
24265,03-07-13,Shopee,Makanan Jadi,115.0,0
24266,03-07-13,Shopee,Telur Ayam,88.0,0
24267,03-07-13,Shopee,Makanan Beku KemasanS,12.0,0
24268,03-07-13,Shopee,Sayur,2472.0,0
24269,03-07-13,Shopee,Buah,5.0,0
24270,03-07-13,Shopee,Gadget dan Aksesoris Handphone,0.0,0
24271,03-07-13,Shopee,IoT dan Smart Home,0.0,0
24272,03-07-13,Shopee,Peralatan Portable,0.0,0
24273,03-07-13,Shopee,Alat Elektronik Rumah,1.0,0
24274,03-07-13,Shopee,Perawatan Kesehatan,0.0,0
24275,03-07-13,Shopee,Fashion Wanita,0.0,0
24276,03-07-13,Shopee,Tanaman Hias,0.0,0
24277,03-07-13,Shopee,Perlengkapan Bayi,8.0,0
24278,03-07-13,Shopee,Perlengkapan Camping,1.0,0
24279,03-07-13,Shopee,Novel,0.0,0
24280,03-07-13,Shopee,Daging,90.613,0
24281,03-07-13,Shopee,Perlengkapan Ibadah,329.0,0
24282,03-07-13,Shopee,Perlengkapan Petshop,0.0,0
24283,03-07-13,Shopee,Voucher Game dan Layanan,0.0,0
24284,03-07-13,Shopee,Daging Putih,72.902,0
24285,03-07-13,Shopee,Kuliner,40.0,0
24286,03-07-13,Shopee,Peralatan Olahraga,0.0,0
24287,03-07-13,Shopee,Alat Tulis dan Kantor,0.0,0
24288,03-07-13,Shopee,Hasil Laut,2.0,0
24289,04-07-13,Lazada,Otomotif,2.0,0
24290,04-07-13,Lazada,Perlengkapan Bayi,0.0,0
24291,04-07-13,Lazada,Produk Kecantikan,0.0,0
24292,04-07-13,Lazada,Minuman,1004.0,0
24293,04-07-13,Lazada,Buku dan Novel,0.0,0
24294,04-07-13,Lazada,Roti,158.0,0
24295,04-07-13,Lazada,Perlengkapan Kado,0.0,0
24296,04-07-13,Lazada,Peralatan Rumah Tangga,847.0,0
24297,04-07-13,Lazada,Kebutuhan Sehari-hari,127.0,0
24298,04-07-13,Lazada,Makanan Jadi,187.0,0
24299,04-07-13,Lazada,Telur Ayam,25.0,0
24300,04-07-13,Lazada,Makanan Beku KemasanS,40.0,0
24301,04-07-13,Lazada,Sayur,2485.0,0
24302,04-07-13,Lazada,Buah,14.0,0
24303,04-07-13,Lazada,Gadget dan Aksesoris Handphone,0.0,0
24304,04-07-13,Lazada,IoT dan Smart Home,0.0,0
24305,04-07-13,Lazada,Peralatan Portable,0.0,0
24306,04-07-13,Lazada,Alat Elektronik Rumah,1.0,0
24307,04-07-13,Lazada,Perawatan Kesehatan,0.0,0
24308,04-07-13,Lazada,Fashion Wanita,0.0,0
24309,04-07-13,Lazada,Tanaman Hias,0.0,0
24310,04-07-13,Lazada,Perlengkapan Bayi,7.0,0
24311,04-07-13,Lazada,Perlengkapan Camping,22.0,0
24312,04-07-13,Lazada,Novel,0.0,0
24313,04-07-13,Lazada,Daging,157.132,0
24314,04-07-13,Lazada,Perlengkapan Ibadah,126.0,0
24315,04-07-13,Lazada,Perlengkapan Petshop,0.0,0
24316,04-07-13,Lazada,Voucher Game dan Layanan,0.0,0
24317,04-07-13,Lazada,Daging Putih,136.182,0
24318,04-07-13,Lazada,Kuliner,33.0,0
24319,04-07-13,Lazada,Peralatan Olahraga,0.0,0
24320,04-07-13,Lazada,Alat Tulis dan Kantor,0.0,0
24321,04-07-13,Lazada,Hasil Laut,3.0,0
24322,04-07-13,Tokopedia,Otomotif,2.0,0
24323,04-07-13,Tokopedia,Perlengkapan Bayi,0.0,0
24324,04-07-13,Tokopedia,Produk Kecantikan,0.0,0
24325,04-07-13,Tokopedia,Minuman,1156.0,0
24326,04-07-13,Tokopedia,Buku dan Novel,0.0,0
24327,04-07-13,Tokopedia,Roti,149.0,0
24328,04-07-13,Tokopedia,Perlengkapan Kado,0.0,0
24329,04-07-13,Tokopedia,Peralatan Rumah Tangga,791.0,0
24330,04-07-13,Tokopedia,Kebutuhan Sehari-hari,161.0,0
24331,04-07-13,Tokopedia,Makanan Jadi,220.0,0
24332,04-07-13,Tokopedia,Telur Ayam,79.0,0
24333,04-07-13,Tokopedia,Makanan Beku KemasanS,38.0,0
24334,04-07-13,Tokopedia,Sayur,2729.0,0
24335,04-07-13,Tokopedia,Buah,3.0,0
24336,04-07-13,Tokopedia,Gadget dan Aksesoris Handphone,1.0,0
24337,04-07-13,Tokopedia,IoT dan Smart Home,0.0,0
24338,04-07-13,Tokopedia,Peralatan Portable,0.0,0
24339,04-07-13,Tokopedia,Alat Elektronik Rumah,0.0,0
24340,04-07-13,Tokopedia,Perawatan Kesehatan,0.0,0
24341,04-07-13,Tokopedia,Fashion Wanita,0.0,0
24342,04-07-13,Tokopedia,Tanaman Hias,0.0,0
24343,04-07-13,Tokopedia,Perlengkapan Bayi,0.0,0
24344,04-07-13,Tokopedia,Perlengkapan Camping,27.0,0
24345,04-07-13,Tokopedia,Novel,0.0,0
24346,04-07-13,Tokopedia,Daging,217.145,0
24347,04-07-13,Tokopedia,Perlengkapan Ibadah,139.0,0
24348,04-07-13,Tokopedia,Perlengkapan Petshop,0.0,0
24349,04-07-13,Tokopedia,Voucher Game dan Layanan,0.0,0
24350,04-07-13,Tokopedia,Daging Putih,149.493,0
24351,04-07-13,Tokopedia,Kuliner,23.0,0
24352,04-07-13,Tokopedia,Peralatan Olahraga,0.0,0
24353,04-07-13,Tokopedia,Alat Tulis dan Kantor,0.0,0
24354,04-07-13,Tokopedia,Hasil Laut,14.0,0
24355,04-07-13,Blibli,Otomotif,0.0,0
24356,04-07-13,Blibli,Perlengkapan Bayi,0.0,0
24357,04-07-13,Blibli,Produk Kecantikan,2.0,0
24358,04-07-13,Blibli,Minuman,239.0,0
24359,04-07-13,Blibli,Buku dan Novel,0.0,0
24360,04-07-13,Blibli,Roti,89.0,0
24361,04-07-13,Blibli,Perlengkapan Kado,0.0,0
24362,04-07-13,Blibli,Peralatan Rumah Tangga,362.0,0
24363,04-07-13,Blibli,Kebutuhan Sehari-hari,51.0,0
24364,04-07-13,Blibli,Makanan Jadi,62.0,0
24365,04-07-13,Blibli,Telur Ayam,27.0,0
24366,04-07-13,Blibli,Makanan Beku KemasanS,5.0,0
24367,04-07-13,Blibli,Sayur,1257.0,0
24368,04-07-13,Blibli,Buah,4.0,0
24369,04-07-13,Blibli,Gadget dan Aksesoris Handphone,1.0,0
24370,04-07-13,Blibli,IoT dan Smart Home,0.0,0
24371,04-07-13,Blibli,Peralatan Portable,0.0,0
24372,04-07-13,Blibli,Alat Elektronik Rumah,0.0,0
24373,04-07-13,Blibli,Perawatan Kesehatan,0.0,0
24374,04-07-13,Blibli,Fashion Wanita,0.0,0
24375,04-07-13,Blibli,Tanaman Hias,0.0,0
24376,04-07-13,Blibli,Perlengkapan Bayi,4.0,0
24377,04-07-13,Blibli,Perlengkapan Camping,12.0,0
24378,04-07-13,Blibli,Novel,0.0,0
24379,04-07-13,Blibli,Daging,74.223,0
24380,04-07-13,Blibli,Perlengkapan Ibadah,118.0,0
24381,04-07-13,Blibli,Perlengkapan Petshop,0.0,0
24382,04-07-13,Blibli,Voucher Game dan Layanan,0.0,0
24383,04-07-13,Blibli,Daging Putih,50.373,0
24384,04-07-13,Blibli,Kuliner,14.0,0
24385,04-07-13,Blibli,Peralatan Olahraga,0.0,0
24386,04-07-13,Blibli,Alat Tulis dan Kantor,0.0,0
24387,04-07-13,Blibli,Hasil Laut,4.0,0
24388,04-07-13,Shopee,Otomotif,0.0,0
24389,04-07-13,Shopee,Perlengkapan Bayi,0.0,0
24390,04-07-13,Shopee,Produk Kecantikan,2.0,0
24391,04-07-13,Shopee,Minuman,349.0,0
24392,04-07-13,Shopee,Buku dan Novel,0.0,0
24393,04-07-13,Shopee,Roti,256.0,0
24394,04-07-13,Shopee,Perlengkapan Kado,0.0,0
24395,04-07-13,Shopee,Peralatan Rumah Tangga,754.0,0
24396,04-07-13,Shopee,Kebutuhan Sehari-hari,124.0,0
24397,04-07-13,Shopee,Makanan Jadi,97.0,0
24398,04-07-13,Shopee,Telur Ayam,77.0,0
24399,04-07-13,Shopee,Makanan Beku KemasanS,15.0,0
24400,04-07-13,Shopee,Sayur,2260.0,0
24401,04-07-13,Shopee,Buah,8.0,0
24402,04-07-13,Shopee,Gadget dan Aksesoris Handphone,0.0,0
24403,04-07-13,Shopee,IoT dan Smart Home,0.0,0
24404,04-07-13,Shopee,Peralatan Portable,0.0,0
24405,04-07-13,Shopee,Alat Elektronik Rumah,0.0,0
24406,04-07-13,Shopee,Perawatan Kesehatan,0.0,0
24407,04-07-13,Shopee,Fashion Wanita,0.0,0
24408,04-07-13,Shopee,Tanaman Hias,0.0,0
24409,04-07-13,Shopee,Perlengkapan Bayi,7.0,0
24410,04-07-13,Shopee,Perlengkapan Camping,1.0,0
24411,04-07-13,Shopee,Novel,0.0,0
24412,04-07-13,Shopee,Daging,80.409.996,0
24413,04-07-13,Shopee,Perlengkapan Ibadah,221.0,0
24414,04-07-13,Shopee,Perlengkapan Petshop,0.0,0
24415,04-07-13,Shopee,Voucher Game dan Layanan,0.0,0
24416,04-07-13,Shopee,Daging Putih,58.157,0
24417,04-07-13,Shopee,Kuliner,37.0,0
24418,04-07-13,Shopee,Peralatan Olahraga,0.0,0
24419,04-07-13,Shopee,Alat Tulis dan Kantor,0.0,0
24420,04-07-13,Shopee,Hasil Laut,2.0,0
24421,05-07-13,Lazada,Otomotif,2.0,0
24422,05-07-13,Lazada,Perlengkapan Bayi,0.0,0
24423,05-07-13,Lazada,Produk Kecantikan,0.0,0
24424,05-07-13,Lazada,Minuman,854.0,0
24425,05-07-13,Lazada,Buku dan Novel,0.0,0
24426,05-07-13,Lazada,Roti,231.0,0
24427,05-07-13,Lazada,Perlengkapan Kado,0.0,0
24428,05-07-13,Lazada,Peralatan Rumah Tangga,765.0,0
24429,05-07-13,Lazada,Kebutuhan Sehari-hari,109.0,0
24430,05-07-13,Lazada,Makanan Jadi,108.0,0
24431,05-07-13,Lazada,Telur Ayam,17.0,0
24432,05-07-13,Lazada,Makanan Beku KemasanS,24.0,0
24433,05-07-13,Lazada,Sayur,1937.0,0
24434,05-07-13,Lazada,Buah,16.0,0
24435,05-07-13,Lazada,Gadget dan Aksesoris Handphone,1.0,0
24436,05-07-13,Lazada,IoT dan Smart Home,0.0,0
24437,05-07-13,Lazada,Peralatan Portable,0.0,0
24438,05-07-13,Lazada,Alat Elektronik Rumah,0.0,0
24439,05-07-13,Lazada,Perawatan Kesehatan,0.0,0
24440,05-07-13,Lazada,Fashion Wanita,0.0,0
24441,05-07-13,Lazada,Tanaman Hias,0.0,0
24442,05-07-13,Lazada,Perlengkapan Bayi,20.0,0
24443,05-07-13,Lazada,Perlengkapan Camping,70.0,0
24444,05-07-13,Lazada,Novel,0.0,0
24445,05-07-13,Lazada,Daging,92.590.996,0
24446,05-07-13,Lazada,Perlengkapan Ibadah,106.0,0
24447,05-07-13,Lazada,Perlengkapan Petshop,0.0,0
24448,05-07-13,Lazada,Voucher Game dan Layanan,0.0,0
24449,05-07-13,Lazada,Daging Putih,64.78,0
24450,05-07-13,Lazada,Kuliner,8.0,0
24451,05-07-13,Lazada,Peralatan Olahraga,0.0,0
24452,05-07-13,Lazada,Alat Tulis dan Kantor,0.0,0
24453,05-07-13,Lazada,Hasil Laut,2.0,0
24454,05-07-13,Tokopedia,Otomotif,1.0,0
24455,05-07-13,Tokopedia,Perlengkapan Bayi,0.0,0
24456,05-07-13,Tokopedia,Produk Kecantikan,1.0,0
24457,05-07-13,Tokopedia,Minuman,886.0,0
24458,05-07-13,Tokopedia,Buku dan Novel,0.0,0
24459,05-07-13,Tokopedia,Roti,151.0,0
24460,05-07-13,Tokopedia,Perlengkapan Kado,0.0,0
24461,05-07-13,Tokopedia,Peralatan Rumah Tangga,765.0,0
24462,05-07-13,Tokopedia,Kebutuhan Sehari-hari,127.0,0
24463,05-07-13,Tokopedia,Makanan Jadi,202.0,0
24464,05-07-13,Tokopedia,Telur Ayam,55.0,0
24465,05-07-13,Tokopedia,Makanan Beku KemasanS,39.0,0
24466,05-07-13,Tokopedia,Sayur,2400.0,0
24467,05-07-13,Tokopedia,Buah,1.0,0
24468,05-07-13,Tokopedia,Gadget dan Aksesoris Handphone,0.0,0
24469,05-07-13,Tokopedia,IoT dan Smart Home,0.0,0
24470,05-07-13,Tokopedia,Peralatan Portable,0.0,0
24471,05-07-13,Tokopedia,Alat Elektronik Rumah,0.0,0
24472,05-07-13,Tokopedia,Perawatan Kesehatan,0.0,0
24473,05-07-13,Tokopedia,Fashion Wanita,0.0,0
24474,05-07-13,Tokopedia,Tanaman Hias,0.0,0
24475,05-07-13,Tokopedia,Perlengkapan Bayi,0.0,0
24476,05-07-13,Tokopedia,Perlengkapan Camping,59.0,0
24477,05-07-13,Tokopedia,Novel,0.0,0
24478,05-07-13,Tokopedia,Daging,209.209,0
24479,05-07-13,Tokopedia,Perlengkapan Ibadah,148.0,0
24480,05-07-13,Tokopedia,Perlengkapan Petshop,0.0,0
24481,05-07-13,Tokopedia,Voucher Game dan Layanan,0.0,0
24482,05-07-13,Tokopedia,Daging Putih,155.75,0
24483,05-07-13,Tokopedia,Kuliner,29.0,0
24484,05-07-13,Tokopedia,Peralatan Olahraga,0.0,0
24485,05-07-13,Tokopedia,Alat Tulis dan Kantor,0.0,0
24486,05-07-13,Tokopedia,Hasil Laut,3.0,0
24487,05-07-13,Blibli,Otomotif,2.0,0
24488,05-07-13,Blibli,Perlengkapan Bayi,0.0,0
24489,05-07-13,Blibli,Produk Kecantikan,0.0,0
24490,05-07-13,Blibli,Minuman,142.0,0
24491,05-07-13,Blibli,Buku dan Novel,0.0,0
24492,05-07-13,Blibli,Roti,168.0,0
24493,05-07-13,Blibli,Perlengkapan Kado,0.0,0
24494,05-07-13,Blibli,Peralatan Rumah Tangga,384.0,0
24495,05-07-13,Blibli,Kebutuhan Sehari-hari,49.0,0
24496,05-07-13,Blibli,Makanan Jadi,40.0,0
24497,05-07-13,Blibli,Telur Ayam,23.0,0
24498,05-07-13,Blibli,Makanan Beku KemasanS,5.0,0
24499,05-07-13,Blibli,Sayur,1284.0,0
24500,05-07-13,Blibli,Buah,2.0,0
24501,05-07-13,Blibli,Gadget dan Aksesoris Handphone,0.0,0
24502,05-07-13,Blibli,IoT dan Smart Home,0.0,0
24503,05-07-13,Blibli,Peralatan Portable,0.0,0
24504,05-07-13,Blibli,Alat Elektronik Rumah,0.0,0
24505,05-07-13,Blibli,Perawatan Kesehatan,0.0,0
24506,05-07-13,Blibli,Fashion Wanita,0.0,0
24507,05-07-13,Blibli,Tanaman Hias,0.0,0
24508,05-07-13,Blibli,Perlengkapan Bayi,5.0,0
24509,05-07-13,Blibli,Perlengkapan Camping,104.0,0
24510,05-07-13,Blibli,Novel,0.0,0
24511,05-07-13,Blibli,Daging,58.568,0
24512,05-07-13,Blibli,Perlengkapan Ibadah,85.0,0
24513,05-07-13,Blibli,Perlengkapan Petshop,0.0,0
24514,05-07-13,Blibli,Voucher Game dan Layanan,0.0,0
24515,05-07-13,Blibli,Daging Putih,58.617,0
24516,05-07-13,Blibli,Kuliner,11.0,0
24517,05-07-13,Blibli,Peralatan Olahraga,0.0,0
24518,05-07-13,Blibli,Alat Tulis dan Kantor,0.0,0
24519,05-07-13,Blibli,Hasil Laut,1.0,0
24520,05-07-13,Shopee,Otomotif,1.0,0
24521,05-07-13,Shopee,Perlengkapan Bayi,0.0,0
24522,05-07-13,Shopee,Produk Kecantikan,1.0,0
24523,05-07-13,Shopee,Minuman,294.0,0
24524,05-07-13,Shopee,Buku dan Novel,0.0,0
24525,05-07-13,Shopee,Roti,334.0,0
24526,05-07-13,Shopee,Perlengkapan Kado,0.0,0
24527,05-07-13,Shopee,Peralatan Rumah Tangga,758.0,0
24528,05-07-13,Shopee,Kebutuhan Sehari-hari,121.0,0
24529,05-07-13,Shopee,Makanan Jadi,104.0,0
24530,05-07-13,Shopee,Telur Ayam,58.0,0
24531,05-07-13,Shopee,Makanan Beku KemasanS,42.348,0
24532,05-07-13,Shopee,Sayur,2441.0,0
24533,05-07-13,Shopee,Buah,3.0,0
24534,05-07-13,Shopee,Gadget dan Aksesoris Handphone,0.0,0
24535,05-07-13,Shopee,IoT dan Smart Home,0.0,0
24536,05-07-13,Shopee,Peralatan Portable,0.0,0
24537,05-07-13,Shopee,Alat Elektronik Rumah,0.0,0
24538,05-07-13,Shopee,Perawatan Kesehatan,0.0,0
24539,05-07-13,Shopee,Fashion Wanita,0.0,0
24540,05-07-13,Shopee,Tanaman Hias,0.0,0
24541,05-07-13,Shopee,Perlengkapan Bayi,4.0,0
24542,05-07-13,Shopee,Perlengkapan Camping,59.0,0
24543,05-07-13,Shopee,Novel,0.0,0
24544,05-07-13,Shopee,Daging,37.583,0
24545,05-07-13,Shopee,Perlengkapan Ibadah,226.0,0
24546,05-07-13,Shopee,Perlengkapan Petshop,0.0,0
24547,05-07-13,Shopee,Voucher Game dan Layanan,0.0,0
24548,05-07-13,Shopee,Daging Putih,32.047,0
24549,05-07-13,Shopee,Kuliner,28.0,0
24550,05-07-13,Shopee,Peralatan Olahraga,0.0,0
24551,05-07-13,Shopee,Alat Tulis dan Kantor,0.0,0
24552,05-07-13,Shopee,Hasil Laut,1.0,0
24553,06-07-13,Lazada,Otomotif,6.0,0
24554,06-07-13,Lazada,Perlengkapan Bayi,0.0,0
24555,06-07-13,Lazada,Produk Kecantikan,3.0,0
24556,06-07-13,Lazada,Minuman,853.0,0
24557,06-07-13,Lazada,Buku dan Novel,0.0,0
24558,06-07-13,Lazada,Roti,215.0,0
24559,06-07-13,Lazada,Perlengkapan Kado,0.0,0
24560,06-07-13,Lazada,Peralatan Rumah Tangga,886.0,0
24561,06-07-13,Lazada,Kebutuhan Sehari-hari,161.0,0
24562,06-07-13,Lazada,Makanan Jadi,151.0,0
24563,06-07-13,Lazada,Telur Ayam,46.0,0
24564,06-07-13,Lazada,Makanan Beku KemasanS,37.0,0
24565,06-07-13,Lazada,Sayur,2739.0,0
24566,06-07-13,Lazada,Buah,7.0,0
24567,06-07-13,Lazada,Gadget dan Aksesoris Handphone,1.0,0
24568,06-07-13,Lazada,IoT dan Smart Home,0.0,0
24569,06-07-13,Lazada,Peralatan Portable,0.0,0
24570,06-07-13,Lazada,Alat Elektronik Rumah,1.0,0
24571,06-07-13,Lazada,Perawatan Kesehatan,0.0,0
24572,06-07-13,Lazada,Fashion Wanita,0.0,0
24573,06-07-13,Lazada,Tanaman Hias,0.0,0
24574,06-07-13,Lazada,Perlengkapan Bayi,10.0,0
24575,06-07-13,Lazada,Perlengkapan Camping,65.0,0
24576,06-07-13,Lazada,Novel,0.0,0
24577,06-07-13,Lazada,Daging,142.747,0
24578,06-07-13,Lazada,Perlengkapan Ibadah,192.0,0
24579,06-07-13,Lazada,Perlengkapan Petshop,0.0,0
24580,06-07-13,Lazada,Voucher Game dan Layanan,0.0,0
24581,06-07-13,Lazada,Daging Putih,113.576.004,0
24582,06-07-13,Lazada,Kuliner,31.0,0
24583,06-07-13,Lazada,Peralatan Olahraga,0.0,0
24584,06-07-13,Lazada,Alat Tulis dan Kantor,0.0,0
24585,06-07-13,Lazada,Hasil Laut,3.0,0
24586,06-07-13,Tokopedia,Otomotif,1.0,0
24587,06-07-13,Tokopedia,Perlengkapan Bayi,0.0,0
24588,06-07-13,Tokopedia,Produk Kecantikan,1.0,0
24589,06-07-13,Tokopedia,Minuman,1447.0,0
24590,06-07-13,Tokopedia,Buku dan Novel,0.0,0
24591,06-07-13,Tokopedia,Roti,181.0,0
24592,06-07-13,Tokopedia,Perlengkapan Kado,0.0,0
24593,06-07-13,Tokopedia,Peralatan Rumah Tangga,1083.0,0
24594,06-07-13,Tokopedia,Kebutuhan Sehari-hari,188.0,0
24595,06-07-13,Tokopedia,Makanan Jadi,291.0,0
24596,06-07-13,Tokopedia,Telur Ayam,69.0,0
24597,06-07-13,Tokopedia,Makanan Beku KemasanS,89.0,0
24598,06-07-13,Tokopedia,Sayur,3822.0,0
24599,06-07-13,Tokopedia,Buah,5.0,0
24600,06-07-13,Tokopedia,Gadget dan Aksesoris Handphone,0.0,0
24601,06-07-13,Tokopedia,IoT dan Smart Home,0.0,0
24602,06-07-13,Tokopedia,Peralatan Portable,0.0,0
24603,06-07-13,Tokopedia,Alat Elektronik Rumah,0.0,0
24604,06-07-13,Tokopedia,Perawatan Kesehatan,0.0,0
24605,06-07-13,Tokopedia,Fashion Wanita,0.0,0
24606,06-07-13,Tokopedia,Tanaman Hias,0.0,0
24607,06-07-13,Tokopedia,Perlengkapan Bayi,0.0,0
24608,06-07-13,Tokopedia,Perlengkapan Camping,64.0,0
24609,06-07-13,Tokopedia,Novel,0.0,0
24610,06-07-13,Tokopedia,Daging,226.919,0
24611,06-07-13,Tokopedia,Perlengkapan Ibadah,279.0,0
24612,06-07-13,Tokopedia,Perlengkapan Petshop,0.0,0
